ID,SubmissionDate,starttime,endtime,username,name_collector,date_collected,consent,location.Latitude,location.Longitude,location.Altitude,location.Accuracy,location_survey,kampala_live,education,year_studies,status,doing now,looking,unemployed_future,unemployed_reasons_1,unemployed_reasons_2,unemployed_reasons_3,unemployed_reasons_4,unemployed_reasons_5,unemployed_reasons_6,unemployed_reasons_7,unemployed_reasons_8,unemployed_reasons_9,unemployed_reasons_10,unemployed_reasons_11,unemployed_reasons_12,unemployed_reasons_13,unemployed_reasons_14,unemployed_reasons_15,activities,paid,enterprise,self,position,job_field,prefer,workers,satisfaction,desire_change,change_reason,likely,jobs,interviews,time_search,steps,steps2_1,steps2_2,steps2_3,steps2_4,steps2_5,steps2_6,steps2_7,steps2_8,steps2_9,steps2_10,steps2_11,steps2_12,steps2_13,steps2_14,positions_looking,jobs_applied,jobs_interviewed,refusals,refusal_reason,income,min_incomelevel,incomelevel,career_center,from_employer,friends_relateives,social_media,website,radio,newspapers,TV,word_of_mouth,other,challenges,obstacles_1,obstacles_2,obstacles_3,obstacles_4,obstacles_5,obstacles_6,obstacles_7,obstacles_8,obstacles_9,obstacles_10,obstacles_11,obstacles_12,obstacles_13,obstacles_14,obstacles_15,obstacles_16,time_looking,ed.training_useful,Gender,Religion,LGBQI,reg_origina,disabilities,level_needed,qualities_needed_1,qualities_needed_2,qualities_needed_3,qualities_needed_4,qualities_needed_5,qualities_needed_6,qualities_needed_7,qualities_needed_8,qualities_needed_9,qualities_needed_10,qualities_needed_11,relevance,competitive,effect,age,gender,region,instanceID,Form_ver,number_of_years
169,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,2014,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Professional&technical,Other,NA,6-10_workers,Somewhat_satisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Wages_offered_were_too_low,1,250000,400000,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Never,Occasionally,Never,NA,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,More_than_1_year,Very_useful,Occasionally,NA,A_great_deal,Occasionally,Occasionally,Completed_vocational_training,1,0,0,0,1,0,1,0,0,0,0,Relevant,NA,Neutral,23-25,Male,Region2,,,1-2 years
170,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Salesworker,ICT,NA,6-10_workers,Neither_satisfied_nor_unsatisfied,Yes,To_get_higher_pay,"Likely,but_not_certain",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,150000,300000,Never,A_great_deal,A_great_deal,Occasionally,Occasionally,Never,Never,Never,Never,Never,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,More_than_1_year,Somewhat_useful,Occasionally,Never,A_great_deal,Occasionally,A_great_deal,Completed_vocational_training,1,0,0,1,0,0,0,0,0,0,0,Relevant,NA,Moderate_effect,20-22,Female,Region1,,,3-4 years
171,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2012,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Other,Building/construction,NA,11-20_workers,Somewhat_satisfied,Yes,To_have_better_working_conditions,"Likely,but_not_certain",15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,150000,250000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,Never,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6_months-1year,Do_not_know,Occasionally,Never,A_great_deal,A_great_deal,Occasionally,Completed_vocational_training,0,0,1,1,1,0,0,0,0,0,0,Unsure,NA,Minor_effect,23-25,Male,Region3,,,1-2 years
176,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Salesworker,Workerinsales/retail/shop/restaurants,NA,21-50_workers,Somewhat_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Saw_no_possibilities_for_advancement,1,200000,600000,Never,Never,Occasionally,Occasionally,A_great_deal,Never,Occasionally,Never,Occasionally,Never,NA,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3-6_months,Not_useful,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Completed_university_education,0,0,0,0,1,0,0,0,0,0,0,Not_relevant,NA,Moderate_effect,23-25,Female,Region2,,,3-4 years
177,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_a_private_company,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,5,1,0,NA,1,450000,950000,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Yes,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,Never,Never,Never,Occasionally,A_great_deal,Completed_university_education,0,0,0,0,0,0,0,0,0,1,0,NA,Highly_competitive,Minor_effect,23-25,Male,Region2,,,1-2 years
178,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_family_business,paid,,0,Salesworker,Building/construction,NA,Less_than_5_workers,Somewhat_unsatisfied,Yes,To_get_higher_pay,Very_likely,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,300000,500000,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Never,A_great_deal,A_great_deal,A_great_deal,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6_months-1year,Very_useful,Never,A_great_deal,Occasionally,Occasionally,Occasionally,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Very_relevant,NA,Major_effect,26-29,Male,Region2,,,3-4 years
179,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2016,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_privatecompany,unpaid,,0,Professional&technical,Building/construction,NA,6-10_workers,Neither_satisfied_nor_unsatisfied,Yes,To_have_better_career_prospects,Not_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,180000,220000,Never,A_great_deal,A_great_deal,A_great_deal,Occasionally,Occasionally,Never,Occasionally,A_great_deal,A_great_deal,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Less_than_a_week,Very_useful,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Completed_vocational_training,0,0,0,0,0,0,0,0,0,1,0,Very_relevant,NA,Minor_effect,20-22,Male,Region4,,,1-2 years
180,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,NA,1,150000,300000,Occasionally,Never,A_great_deal,Occasionally,Never,Never,Never,Never,A_great_deal,Never,Yes,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,Never,Never,Never,Occasionally,A_great_deal,Completed_vocational_training,0,0,0,0,0,0,0,0,0,1,0,NA,Slightly_competitive,Neutral,20-22,Male,Region2,,,3-4 years
185,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Community_volunteer_work,paid,,0,Craftsmen,NA,NA,6-10_workers,Somewhat_satisfied,Yes,To_get_higher_pay,Do_not_know,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,300000,500000,Never,A_great_deal,A_great_deal,Occasionally,Never,Never,Never,Occasionally,A_great_deal,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-6_months,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,1,0,0,0,0,0,0,0,0,0,Somewhat_relevant,NA,Minor_effect,20-22,Male,Region1,,,1-2 years
186,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_non-profit,unpaid,,0,Clerical,NA,NA,11-20_workers,Very_satisfied,Yes,To_have_better_career_prospects,Very_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,400000,400000,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,Never,A_great_deal,Never,A_great_deal,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Less_than_a_week,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,0,0,0,0,0,1,0,0,Very_relevant,NA,Neutral,20-22,Female,Region4,,,3-4 years
187,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,0,Craftsmen,NA,NA,6-10_workers,Very_satisfied,No,NA,Not_likely,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,500000,700000,Never,A_great_deal,A_great_deal,A_great_deal,Never,Never,Never,Never,A_great_deal,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Less_than_a_week,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,Somewhat_relevant,NA,Major_effect,20-22,Male,Region2,,,1-2 years
188,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Craftsmen,NA,NA,11-20_workers,Neither_satisfied_nor_unsatisfied,No,NA,Very_likely,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,400000,600000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,More_than_1_year,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,0,0,0,0,0,1,0,0,Not_relevant,NA,Major_effect,23-25,Male,Region3,,,3-4 years
189,,,,,,,1,,,,,,,I_have_some_university_level_education_but_left_before_graduation,NA,Work_for_wage.salary_with_an_employer_(full.time_or_part.time),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work_privatecompany,paid,,1,Clerical,NA,NA,11-20_workers,Very_satisfied,Yes,To_have_better_career_prospects,"Likely,but_not_certain",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,400000,500000,Never,A_great_deal,A_great_deal,A_great_deal,Never,Never,A_great_deal,Never,A_great_deal,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6_months-1year,NA,NA,NA,NA,NA,NA,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,Very_relevant,NA,Major_effect,23-25,Female,Region3,,,1-2 years
194,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,2016,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,0,1,Location_was_not_convenient,1,100000,450000,Never,Occasionally,A_great_deal,Never,Never,Never,Never,Never,Occasionally,Never,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Occasionally,Occasionally,Completed_vocational_training,0,0,0,1,0,0,0,0,0,0,0,NA,Highly_competitive,Moderate_effect,20-22,Male,Region2,,,3-4 years
195,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2017,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,NA,1,150000,500000,Never,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Occasionally,Never,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Occasionally,Occasionally,Completed_university_education,0,0,0,0,0,0,1,0,0,0,0,NA,Somewhat_competitive,Minor_effect,20-22,Female,Region2,,,1-2 years
196,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,NA,1,250000,750000,Occasionally,Occasionally,Occasionally,Never,A_great_deal,Never,A_great_deal,Never,Occasionally,Never,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,Never,Occasionally,Occasionally,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Neutral,23-25,Male,Region1,,,3-4 years
197,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2013,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,Location_was_not_convenient,1,150000,450000,Never,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,Occasionally,A_great_deal,Occasionally,Occasionally,Completed_vocational_training,0,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Minor_effect,23-25,Female,Region2,,,1-2 years
198,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_privatecompany,unpaid,,0,Managerial&administrative,Businessadministration,NA,21-50_workers,Somewhat_unsatisfied,Yes,To_get_higher_pay,Do_not_know,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,300000,900000,Occasionally,Occasionally,A_great_deal,Never,A_great_deal,Never,A_great_deal,Never,Occasionally,Never,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6_months-1year,Somewhat_useful,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Completed_university_education,1,0,0,0,0,0,0,0,0,0,0,Relevant,NA,Neutral,23-25,Male,Region2,,,3-4 years
203,,,,,,,1,,,,,,,I_am_currently_studying_at_a_vocational_or_technicalschool,NA,Not_currently_working,Engaged_in_education,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,6_months-1year,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,NA,1,150000,600000,Never,Occasionally,A_great_deal,Never,Occasionally,Never,A_great_deal,Never,Occasionally,Never,No,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,Occasionally,A_great_deal,Occasionally,Occasionally,Occasionally,Completed_vocational_training,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Moderate_effect,26-29,Female,Region3,,,1-2 years
204,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_training,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,More_than_1_year,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,Other,1,300000,1200000,A_great_deal,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Occasionally,Never,Yes,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Never,Never,A_great_deal,Occasionally,Completed_university_education,1,0,0,0,1,1,1,0,0,1,0,NA,Highly_competitive,Major_effect,23-25,Male,Region2,,,3-4 years
205,,,,,,,1,,,,,,,I_havecompleted_secondary_school_(highschool),2017,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,NA,0,NA,100000,Never,Never,Occasionally,Never,Never,Never,Never,Never,Occasionally,Never,Yes,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,A_great_deal,Never,Never,A_great_deal,Never,Completed_university_education,0,0,0,0,1,0,0,0,0,1,0,NA,Somewhat_competitive,Moderate_effect,17-19,Female,Region2,,,1-2 years
206,,,,,,,1,,,,,,,I_have_completed_my_university_education,2017,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_publicsector,unpaid,,0,Professional&technical,Healthcareoccupation,NA,More_than_100_workers,Somewhat_unsatisfied,Yes,To_have_better_working_conditions,Very_likely,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1500000,2500000,Never,Never,A_great_deal,Never,Occasionally,Never,A_great_deal,Occasionally,Occasionally,Never,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,More_than_1_year,Very_useful,Occasionally,Never,Never,Occasionally,Occasionally,Completed_university_education,0,1,0,0,0,0,0,0,0,1,0,Very_relevant,NA,Major_effect,23-25,Male,Region4,,,3-4 years
207,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,NA,1,300000,600000,A_great_deal,Never,Occasionally,Never,Occasionally,Never,Never,Never,Never,NA,Yes,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,Occasionally,Occasionally,NA,Occasionally,Occasionally,Completed_university_education,1,0,1,1,1,1,1,0,0,0,0,NA,Highly_competitive,Major_effect,23-25,Male,Region4,,,1-2 years
212,,,,,,,1,,,,,,,I_have_completed_vocational_school_education,NA,Not_currently_working,Engaged_in_home_duties_(including_child_care),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,1,500000,1000000,Never,A_great_deal,Occasionally,Occasionally,Never,Occasionally,Occasionally,Occasionally,A_great_deal,NA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Neutral,26-29,Female,Region1,,,3-4 years
213,,,,,,,1,,,,,,,Elementaryschool(primary),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neutral,20-22,Female,Region2,,,1-2 years
214,,,,,,,1,,,,,,,I_have_completed_my_university_education,NA,Not_currently_working,Engaged_in_training,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_foranon-profit_organization,NA,NA,NA,NA,NA,NA,NA,3-6_months,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,1,300000,500000,Never,Occasionally,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,NA,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Completed_vocational_training,0,1,0,0,0,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Male,Region2,,,3-4 years
215,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,NA,Not_currently_working,Engaged_in_training,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,NA,1,200000,600000,Never,NA,A_great_deal,Never,Never,Never,Never,Never,A_great_deal,NA,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,0,0,0,1,0,0,0,0,0,0,0,NA,Slightly_competitive,Major_effect,23-25,Female,Region3,,,1-2 years
216,,,,,,,1,,,,,,,I_have_somesecondaryschool_education_but_left_before_graduation,NA,Not_currently_working,Engaged_in_training,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,6_months-1year,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,1,NA,1,500000,1000000,Never,A_great_deal,A_great_deal,Never,Never,Never,Never,Occasionally,A_great_deal,NA,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Computer_and_IT_training,1,0,0,0,0,0,0,0,0,0,0,NA,Highly_competitive,Major_effect,23-25,Female,Region2,,,3-4 years
221,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Engaged_in_education,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,,NA,NA,NA,Start_your_own_business,NA,NA,NA,NA,NA,NA,NA,More_than_1_year,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,0,NA,500000,Never,Occasionally,A_great_deal,Never,Never,Occasionally,Occasionally,Never,A_great_deal,Never,Yes,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,NA,NA,A_great_deal,Occasionally,Never,A_great_deal,Occasionally,Completed_university_education,0,0,0,0,1,0,1,0,0,0,0,NA,Highly_competitive,Major_effect,23-25,Female,Region4,,,1-2 years
222,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Internship_or_apprenticeship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Internship.apprenticeship_privatecompany,unpaid,,0,Managerial&administrative,Hospitality,NA,6-10_workers,Very_satisfied,No,NA,"Likely,but_not_certain",20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,500000,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Occasionally,Occasionally,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6_months-1year,Very_useful,A_great_deal,Never,Never,A_great_deal,A_great_deal,Other,1,0,0,0,1,1,0,0,1,0,0,Very_relevant,NA,Major_effect,23-25,Male,Region2,,,3-4 years
223,,,,,,,1,,,,,,,I_am_currently_studying_at_the_university_level,NA,Not_currently_working,Available_and_actively_looking_for_work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Work_for_the_government/public_sector,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,NA,1,250000,750000,Never,A_great_deal,A_great_deal,Never,Occasionally,A_great_deal,A_great_deal,A_great_deal,A_great_deal,Occasionally,Yes,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,NA,NA,A_great_deal,Never,Never,A_great_deal,A_great_deal,Completed_university_education,0,1,0,0,1,1,0,0,0,0,0,NA,Highly_competitive,Neutral,20-22,Female,Region3,,,1-2 years
